ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Germany,Mean nominal hourly labour cost per employee by economic activity (local currency),DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2019,55.8,,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity (local currency),DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,2019,40.9,,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Denmark,Mean nominal hourly labour cost per employee by economic activity (local currency),DNK - ES - Monthly survey of industrial employment and labour costs,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2012,390.2,,,Currency: DNK - Danish krone (DKK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Denmark,Mean nominal hourly labour cost per employee by economic activity (local currency),DNK - ES - Monthly survey of industrial employment and labour costs,Economic activity (ISIC-Rev.4): C. Manufacturing,2012,299.6,,,Currency: DNK - Danish krone (DKK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Denmark,Mean nominal hourly labour cost per employee by economic activity (local currency),DNK - ES - Monthly survey of industrial employment and labour costs,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2016,381,,,Currency: DNK - Danish krone (DKK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Denmark,Mean nominal hourly labour cost per employee by economic activity (local currency),DNK - ES - Monthly survey of industrial employment and labour costs,Economic activity (ISIC-Rev.4): C. Manufacturing,2016,323.2,,,Currency: DNK - Danish krone (DKK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Denmark,Mean nominal hourly labour cost per employee by economic activity (local currency),DNK - ES - Monthly survey of industrial employment and labour costs,Economic activity (ISIC-Rev.4): C. Manufacturing,2017,329.7,,,Currency: DNK - Danish krone (DKK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Denmark,Mean nominal hourly labour cost per employee by economic activity (local currency),DNK - ES - Monthly survey of industrial employment and labour costs,Economic activity (ISIC-Rev.4): C. Manufacturing,2018,339.6,,,Currency: DNK - Danish krone (DKK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Denmark,Mean nominal hourly labour cost per employee by economic activity (local currency),DNK - ES - Monthly survey of industrial employment and labour costs,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2019,478.8,,,Currency: DNK - Danish krone (DKK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Denmark,Mean nominal hourly labour cost per employee by economic activity (local currency),DNK - ES - Monthly survey of industrial employment and labour costs,Economic activity (ISIC-Rev.4): C. Manufacturing,2019,349.3,,,Currency: DNK - Danish krone (DKK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Ecuador,Mean nominal hourly labour cost per employee by economic activity (local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Economic activity (ISIC-Rev.4): B. Mining and quarrying,2013,21.09,,,Currency: ECU - United States dollar (USD) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,Data reference period: December | System of national accounts: 2008 SNA
Ecuador,Mean nominal hourly labour cost per employee by economic activity (local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Economic activity (ISIC-Rev.4): C. Manufacturing,2013,10.73,,,Currency: ECU - United States dollar (USD) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,Data reference period: December | System of national accounts: 2008 SNA
Ecuador,Mean nominal hourly labour cost per employee by economic activity (local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Economic activity (ISIC-Rev.4): B. Mining and quarrying,2014,6.490442,,,Currency: ECU - United States dollar (USD) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,Data reference period: December | System of national accounts: 2008 SNA
Ecuador,Mean nominal hourly labour cost per employee by economic activity (local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Economic activity (ISIC-Rev.4): C. Manufacturing,2014,2.777466,,,Currency: ECU - United States dollar (USD) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,Data reference period: December | System of national accounts: 2008 SNA
Ecuador,Mean nominal hourly labour cost per employee by economic activity (local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Economic activity (ISIC-Rev.4): B. Mining and quarrying,2015,5.36,,,Currency: ECU - United States dollar (USD) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,Data reference period: December | System of national accounts: 2008 SNA
Ecuador,Mean nominal hourly labour cost per employee by economic activity (local currency),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Economic activity (ISIC-Rev.4): C. Manufacturing,2015,3.06,,,Currency: ECU - United States dollar (USD) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,Data reference period: December | System of national accounts: 2008 SNA
Spain,Mean nominal hourly labour cost per employee by economic activity (local currency),ESP - ES - Encuesta Anual de Coste Laboral,Economic activity (ISIC-Rev.4): C. Manufacturing,2009,23,,,Currency: ESP - Euro (EUR) | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,Data reference period: End of the year | System of national accounts: 1993 SNA
Spain,Mean nominal hourly labour cost per employee by economic activity (local currency),ESP - ES - Encuesta Anual de Coste Laboral,Economic activity (ISIC-Rev.4): C. Manufacturing,2010,25,,,Currency: ESP - Euro (EUR) | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,Data reference period: End of the year | System of national accounts: 1993 SNA
Spain,Mean nominal hourly labour cost per employee by economic activity (local currency),ESP - ES - Encuesta Anual de Coste Laboral,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2011,26,,,Currency: ESP - Euro (EUR) | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,Data reference period: End of the year | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | System of national accounts: 1993 SNA
