ref_area.label,indicator.label,source.label,classif1.label,classif2.label,time,obs_value,note_classif.label,note_indicator.label,note_source.label
Finland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FIN - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2011,44.95,,Currency: FIN - Euro (EUR) | Working time arrangement coverage: Full-time workers,Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 10 employees
Finland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FIN - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2012,45.35,,Currency: FIN - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Finland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FIN - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2012,44.97,,Currency: FIN - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Finland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FIN - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,35.09,,Currency: FIN - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Finland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FIN - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,41.07,,Currency: FIN - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Finland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FIN - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2017,36.04,,Currency: FIN - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Finland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FIN - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,41.12,,Currency: FIN - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Finland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FIN - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2018,40.15,,Currency: FIN - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Finland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FIN - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2018,43.46,,Currency: FIN - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Finland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FIN - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2019,38.51,,Currency: FIN - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Finland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FIN - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2019,41.42,,Currency: FIN - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
France,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FRA - ES - Enquête trimestrielle sur l'activité et les conditions d'emploi de la main-d'oeuvre (ACEMO),Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2011,50.86,,Currency: FRA - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,"Geographical coverage: Total national, excluding overseas territories | System of national accounts: 1993 SNA"
France,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FRA - ES - Enquête trimestrielle sur l'activité et les conditions d'emploi de la main-d'oeuvre (ACEMO),Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2011,49.44,,Currency: FRA - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,"Geographical coverage: Total national, excluding overseas territories | System of national accounts: 1993 SNA"
France,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FRA - ES - Enquête trimestrielle sur l'activité et les conditions d'emploi de la main-d'oeuvre (ACEMO),Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2012,42.65,,Currency: FRA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
France,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FRA - ES - Enquête trimestrielle sur l'activité et les conditions d'emploi de la main-d'oeuvre (ACEMO),Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2012,45.87,,Currency: FRA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
France,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FRA - ES - Enquête trimestrielle sur l'activité et les conditions d'emploi de la main-d'oeuvre (ACEMO),Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,39.52,,Currency: FRA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
France,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FRA - ES - Enquête trimestrielle sur l'activité et les conditions d'emploi de la main-d'oeuvre (ACEMO),Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,40.29,,Currency: FRA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
